op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,output_shape,dtype,Name
call_function,<built-in function add>,"{bert_encoder_layer_10_output_dropout: None, bert_encoder_layer_10_attention_output_layer_norm: None}","(bert_encoder_layer_10_output_dropout, bert_encoder_layer_10_attention_output_layer_norm)",{},{bert_encoder_layer_10_output_layer_norm: None},,bert_encoder_layer_10_output_dropout,bert_encoder_layer_10_output_layer_norm,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.10', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.10.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>)])}","[[16, 512, 1024], [16, 512, 1024]]","[True, True]",True,"(16, 512, 1024)",torch.float32,add_80
call_module,bert.encoder.layer.10.output.LayerNorm,{add_80: None},"(add_80,)",{},"{bert_encoder_layer_11_attention_self_query: None, bert_encoder_layer_11_attention_self_key: None, bert_encoder_layer_11_attention_self_value: None, add_86: None}",,add_80,bert_encoder_layer_11_attention_self_query,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.10', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.10.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>), ('bert.encoder.layer.10.output.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_10_output_layer_norm
call_module,bert.encoder.layer.11.attention.self.query,{bert_encoder_layer_10_output_layer_norm: None},"(bert_encoder_layer_10_output_layer_norm,)",{},"{size_48: None, view_46: None}",,bert_encoder_layer_10_output_layer_norm,bert_encoder_layer_11_attention_self_key,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.11.attention.self.query', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_self_query
call_module,bert.encoder.layer.11.attention.self.key,{bert_encoder_layer_10_output_layer_norm: None},"(bert_encoder_layer_10_output_layer_norm,)",{},"{size_46: None, view_44: None}",,bert_encoder_layer_11_attention_self_query,size_46,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.11.attention.self.key', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_self_key
call_method,size,{bert_encoder_layer_11_attention_self_key: None},"(bert_encoder_layer_11_attention_self_key,)",{},{getitem_50: None},,bert_encoder_layer_11_attention_self_key,getitem_50,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024]]",[True],True,"(1,)",,size_46
call_function,<built-in function getitem>,{size_46: None},"(size_46, slice(None, -1, None))",{},{add_81: None},,size_46,add_81,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_50
call_function,<built-in function add>,{getitem_50: None},"(getitem_50, (16, 64))",{},{view_44: None},,getitem_50,view_44,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_81
call_method,view,"{bert_encoder_layer_11_attention_self_key: None, add_81: None}","(bert_encoder_layer_11_attention_self_key, add_81)",{},{permute_44: None},,add_81,permute_44,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_44
call_method,permute,{view_44: None},"(view_44, 0, 2, 1, 3)",{},{transpose_11: None},,view_44,bert_encoder_layer_11_attention_self_value,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],False,"(16, 16, 512, 64)",torch.float32,permute_44
call_module,bert.encoder.layer.11.attention.self.value,{bert_encoder_layer_10_output_layer_norm: None},"(bert_encoder_layer_10_output_layer_norm,)",{},"{size_47: None, view_45: None}",,permute_44,size_47,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.11.attention.self.value', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_self_value
call_method,size,{bert_encoder_layer_11_attention_self_value: None},"(bert_encoder_layer_11_attention_self_value,)",{},{getitem_51: None},,bert_encoder_layer_11_attention_self_value,getitem_51,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024]]",[True],True,"(1,)",,size_47
call_function,<built-in function getitem>,{size_47: None},"(size_47, slice(None, -1, None))",{},{add_82: None},,size_47,add_82,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_51
call_function,<built-in function add>,{getitem_51: None},"(getitem_51, (16, 64))",{},{view_45: None},,getitem_51,view_45,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_82
call_method,view,"{bert_encoder_layer_11_attention_self_value: None, add_82: None}","(bert_encoder_layer_11_attention_self_value, add_82)",{},{permute_45: None},,add_82,permute_45,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_45
call_method,permute,{view_45: None},"(view_45, 0, 2, 1, 3)",{},{matmul_23: None},,view_45,size_48,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],False,"(16, 16, 512, 64)",torch.float32,permute_45
call_method,size,{bert_encoder_layer_11_attention_self_query: None},"(bert_encoder_layer_11_attention_self_query,)",{},{getitem_52: None},,permute_45,getitem_52,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024]]",[True],True,"(1,)",,size_48
call_function,<built-in function getitem>,{size_48: None},"(size_48, slice(None, -1, None))",{},{add_83: None},,size_48,add_83,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_52
call_function,<built-in function add>,{getitem_52: None},"(getitem_52, (16, 64))",{},{view_46: None},,getitem_52,view_46,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_83
call_method,view,"{bert_encoder_layer_11_attention_self_query: None, add_83: None}","(bert_encoder_layer_11_attention_self_query, add_83)",{},{permute_46: None},,add_83,permute_46,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_46
call_method,permute,{view_46: None},"(view_46, 0, 2, 1, 3)",{},{matmul_22: None},,view_46,transpose_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],False,"(16, 16, 512, 64)",torch.float32,permute_46
call_method,transpose,{permute_44: None},"(permute_44, -1, -2)",{},{matmul_22: None},,permute_46,matmul_22,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64]]",[False],False,"(16, 16, 64, 512)",torch.float32,transpose_11
call_function,<built-in method matmul of type object at 0x7f807641ed60>,"{permute_46: None, transpose_11: None}","(permute_46, transpose_11)",{},{truediv_11: None},,transpose_11,truediv_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64], [16, 16, 64, 512]]","[False, False]",True,"(16, 16, 512, 512)",torch.float32,matmul_22
call_function,<built-in function truediv>,{matmul_22: None},"(matmul_22, 8.0)",{},{add_84: None},,matmul_22,add_84,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,truediv_11
call_function,<built-in function add>,"{truediv_11: None, mul: None}","(truediv_11, mul)",{},{softmax_11: None},,truediv_11,softmax_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512], [16, 1, 1, 512]]","[True, True]",True,"(16, 16, 512, 512)",torch.float32,add_84
call_function,<function softmax at 0x7f800dfdfca0>,{add_84: None},"(add_84,)","{'dim': -1, '_stacklevel': 3, 'dtype': None}",{bert_encoder_layer_11_attention_self_dropout: None},,add_84,bert_encoder_layer_11_attention_self_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,softmax_11
call_module,bert.encoder.layer.11.attention.self.dropout,{softmax_11: None},"(softmax_11,)",{},{matmul_23: None},,softmax_11,matmul_23,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.11.attention.self.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,bert_encoder_layer_11_attention_self_dropout
call_function,<built-in method matmul of type object at 0x7f807641ed60>,"{bert_encoder_layer_11_attention_self_dropout: None, permute_45: None}","(bert_encoder_layer_11_attention_self_dropout, permute_45)",{},{permute_47: None},,bert_encoder_layer_11_attention_self_dropout,permute_47,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512], [16, 16, 512, 64]]","[True, False]",True,"(16, 16, 512, 64)",torch.float32,matmul_23
call_method,permute,{matmul_23: None},"(matmul_23, 0, 2, 1, 3)",{},{contiguous_11: None},,matmul_23,contiguous_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64]]",[True],False,"(16, 512, 16, 64)",torch.float32,permute_47
call_method,contiguous,{permute_47: None},"(permute_47,)",{},"{size_49: None, view_47: None}",,permute_47,size_49,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[False],True,"(16, 512, 16, 64)",torch.float32,contiguous_11
call_method,size,{contiguous_11: None},"(contiguous_11,)",{},{getitem_53: None},,contiguous_11,getitem_53,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],True,"(1,)",,size_49
call_function,<built-in function getitem>,{size_49: None},"(size_49, slice(None, -2, None))",{},{add_85: None},,size_49,add_85,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_53
call_function,<built-in function add>,{getitem_53: None},"(getitem_53, (1024,))",{},{view_47: None},,getitem_53,view_47,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_85
call_method,view,"{contiguous_11: None, add_85: None}","(contiguous_11, add_85)",{},{bert_encoder_layer_11_attention_output_dense: None},,add_85,bert_encoder_layer_11_attention_output_dense,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64], [1]]","[True, True]",True,"(16, 512, 1024)",torch.float32,view_47
call_module,bert.encoder.layer.11.attention.output.dense,{view_47: None},"(view_47,)",{},{bert_encoder_layer_11_attention_output_dropout: None},,view_47,bert_encoder_layer_11_attention_output_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.11.attention.output.dense', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_output_dense
call_module,bert.encoder.layer.11.attention.output.dropout,{bert_encoder_layer_11_attention_output_dense: None},"(bert_encoder_layer_11_attention_output_dense,)",{},{add_86: None},,bert_encoder_layer_11_attention_output_dense,add_86,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.11.attention.output.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_output_dropout
call_function,<built-in function add>,"{bert_encoder_layer_11_attention_output_dropout: None, bert_encoder_layer_10_output_layer_norm: None}","(bert_encoder_layer_11_attention_output_dropout, bert_encoder_layer_10_output_layer_norm)",{},{bert_encoder_layer_11_attention_output_layer_norm: None},,bert_encoder_layer_11_attention_output_dropout,bert_encoder_layer_11_attention_output_layer_norm,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>)])}","[[16, 512, 1024], [16, 512, 1024]]","[True, True]",True,"(16, 512, 1024)",torch.float32,add_86
call_module,bert.encoder.layer.11.attention.output.LayerNorm,{add_86: None},"(add_86,)",{},"{bert_encoder_layer_11_intermediate_dense: None, add_87: None}",,add_86,bert_encoder_layer_11_intermediate_dense,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.11.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.11.attention.output.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_11_attention_output_layer_norm
call_module,bert.encoder.layer.11.intermediate.dense,{bert_encoder_layer_11_attention_output_layer_norm: None},"(bert_encoder_layer_11_attention_output_layer_norm,)",{},{gelu_11: None},,bert_encoder_layer_11_attention_output_layer_norm,gelu_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.11', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.11.intermediate', <class 'transformers.models.bert.modeling_bert.BertIntermediate'>), ('bert.encoder.layer.11.intermediate.dense', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 4096)",torch.float32,bert_encoder_layer_11_intermediate_dense
