op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,output_shape,dtype,Name
call_function,<built-in function pow>,{size_233: None},"(size_233, 0.5)",{},{full_30: None},,size_233,getattr_122,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,pow_31
call_function,<built-in function getattr>,{matmul_30: None},"(matmul_30, 'dtype')",{},{full_30: None},,pow_31,getattr_123,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_122
call_function,<built-in function getattr>,{matmul_30: None},"(matmul_30, 'device')",{},{full_30: None},,getattr_122,full_30,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_123
call_function,<built-in method full of type object at 0x7f703d574d60>,"{pow_31: None, getattr_122: None, getattr_123: None}","([], pow_31)","{'dtype': getattr_122, 'device': getattr_123}",{truediv_15: None},,getattr_123,truediv_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[1], [1], [1]]","[True, True, True]",True,"(1,)",torch.float32,full_30
call_function,<built-in function truediv>,"{matmul_30: None, full_30: None}","(matmul_30, full_30)",{},"{getattr_124: None, getattr_126: None, getattr_127: None, getattr_128: None, to_15: None}",,full_30,size_234,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024], [1]]","[True, True]",True,"(8, 20, 1024, 1024)",torch.float32,truediv_15
call_method,size,{permute_60: None},"(permute_60, -2)",{},{sub_15: None},,truediv_15,size_235,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 64]]",[False],True,"(1,)",,size_234
call_method,size,{permute_61: None},"(permute_61, -2)",{},"{sub_15: None, getitem_191: None}",,size_234,transformer_h_15_attn_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 64]]",[False],True,"(1,)",,size_235
get_attr,transformer.h.15.attn.bias,{},(),{},{getitem_191: None},,size_235,sub_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[],[],True,"(1, 1, 1024, 1024)",torch.bool,transformer_h_15_attn_bias
call_function,<built-in function sub>,"{size_235: None, size_234: None}","(size_235, size_234)",{},{getitem_191: None},,transformer_h_15_attn_bias,getitem_191,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[1], [1]]","[True, True]",True,"(1,)",,sub_15
call_function,<built-in function getitem>,"{transformer_h_15_attn_bias: None, sub_15: None, size_235: None}","(transformer_h_15_attn_bias, (slice(None, None, None), slice(None, None, None), slice(sub_15, size_235, None), slice(None, size_235, None)))",{},{where_15: None},,sub_15,getattr_124,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[1, 1, 1024, 1024], [1], [1]]","[True, True, True]",True,"(1, 1, 1024, 1024)",torch.bool,getitem_191
call_function,<built-in function getattr>,{truediv_15: None},"(truediv_15, 'dtype')",{},{finfo_15: None},,getitem_191,finfo_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_124
call_function,<class 'torch.finfo'>,{getattr_124: None},"(getattr_124,)",{},{getattr_125: None},,getattr_124,getattr_125,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,finfo_15
call_function,<built-in function getattr>,{finfo_15: None},"(finfo_15, 'min')",{},{full_31: None},,finfo_15,getattr_126,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,getattr_125
call_function,<built-in function getattr>,{truediv_15: None},"(truediv_15, 'dtype')",{},{full_31: None},,getattr_125,getattr_127,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_126
call_function,<built-in function getattr>,{truediv_15: None},"(truediv_15, 'device')",{},{full_31: None},,getattr_126,full_31,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_127
call_function,<built-in method full of type object at 0x7f703d574d60>,"{getattr_125: None, getattr_126: None, getattr_127: None}","([], getattr_125)","{'dtype': getattr_126, 'device': getattr_127}",{where_15: None},,getattr_127,getattr_128,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[1], [1], [1]]","[True, True, True]",True,"(1,)",torch.float32,full_31
call_function,<built-in function getattr>,{truediv_15: None},"(truediv_15, 'dtype')",{},{to_15: None},,full_31,to_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(1,)",,getattr_128
call_method,to,"{truediv_15: None, getattr_128: None}","(truediv_15, getattr_128)",{},{where_15: None},,getattr_128,where_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024], [1]]","[True, True]",True,"(8, 20, 1024, 1024)",torch.float32,to_15
call_function,<built-in method where of type object at 0x7f703d574d60>,"{getitem_191: None, to_15: None, full_31: None}","(getitem_191, to_15, full_31)",{},{softmax_15: None},,to_15,softmax_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[1, 1, 1024, 1024], [8, 20, 1024, 1024], [1]]","[True, True, True]",True,"(8, 20, 1024, 1024)",torch.float32,where_15
call_function,<function softmax at 0x7f6fd5135ca0>,{where_15: None},"(where_15,)","{'dim': -1, '_stacklevel': 3, 'dtype': None}",{type_16: None},,where_15,getattr_129,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(8, 20, 1024, 1024)",torch.float32,softmax_15
call_function,<built-in function getattr>,{permute_62: None},"(permute_62, 'dtype')",{},{type_16: None},,softmax_15,type_16,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 64]]",[False],True,"(1,)",,getattr_129
call_method,type,"{softmax_15: None, getattr_129: None}","(softmax_15, getattr_129)",{},{transformer_h_15_attn_attn_dropout: None},,getattr_129,transformer_h_15_attn_attn_dropout,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024], [1]]","[True, True]",True,"(8, 20, 1024, 1024)",torch.float32,type_16
call_module,transformer.h.15.attn.attn_dropout,{type_16: None},"(type_16,)",{},{matmul_31: None},,type_16,matmul_31,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.attn_dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[8, 20, 1024, 1024]]",[True],True,"(8, 20, 1024, 1024)",torch.float32,transformer_h_15_attn_attn_dropout
call_function,<built-in method matmul of type object at 0x7f703d574d60>,"{transformer_h_15_attn_attn_dropout: None, permute_62: None}","(transformer_h_15_attn_attn_dropout, permute_62)",{},{permute_63: None},,transformer_h_15_attn_attn_dropout,permute_63,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 1024], [8, 20, 1024, 64]]","[True, False]",True,"(8, 20, 1024, 64)",torch.float32,matmul_31
call_method,permute,{matmul_31: None},"(matmul_31, 0, 2, 1, 3)",{},{contiguous_15: None},,matmul_31,contiguous_15,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 20, 1024, 64]]",[True],False,"(8, 1024, 20, 64)",torch.float32,permute_63
call_method,contiguous,{permute_63: None},"(permute_63,)",{},"{size_236: None, view_186: None}",,permute_63,size_236,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 20, 64]]",[False],True,"(8, 1024, 20, 64)",torch.float32,contiguous_15
call_method,size,{contiguous_15: None},"(contiguous_15,)",{},{getitem_192: None},,contiguous_15,getitem_192,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 20, 64]]",[True],True,"(1,)",,size_236
call_function,<built-in function getitem>,{size_236: None},"(size_236, slice(None, -2, None))",{},{add_188: None},,size_236,add_188,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,getitem_192
call_function,<built-in function add>,{getitem_192: None},"(getitem_192, (1280,))",{},{view_186: None},,getitem_192,view_186,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,add_188
call_method,view,"{contiguous_15: None, add_188: None}","(contiguous_15, add_188)",{},"{size_237: None, size_238: None, view_187: None}",,add_188,size_237,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 20, 64], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_186
call_method,size,{view_186: None},"(view_186,)",{},{getitem_193: None},,view_186,getitem_193,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_237
call_function,<built-in function getitem>,{size_237: None},"(size_237, slice(None, -1, None))",{},{add_189: None},,size_237,add_189,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_193
call_function,<built-in function add>,{getitem_193: None},"(getitem_193, (1280,))",{},{view_188: None},,getitem_193,transformer_h_15_attn_c_proj_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_189
get_attr,transformer.h.15.attn.c_proj.bias,{},(),{},{addmm_61: None},,add_189,size_238,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280,)",torch.float32,transformer_h_15_attn_c_proj_bias
call_method,size,{view_186: None},"(view_186, -1)",{},{view_187: None},,transformer_h_15_attn_c_proj_bias,view_187,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_238
call_method,view,"{view_186: None, size_238: None}","(view_186, -1, size_238)",{},{addmm_61: None},,size_238,transformer_h_15_attn_c_proj_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_187
get_attr,transformer.h.15.attn.c_proj.weight,{},(),{},{addmm_61: None},,view_187,addmm_61,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 1280)",torch.float32,transformer_h_15_attn_c_proj_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_15_attn_c_proj_bias: None, view_187: None, transformer_h_15_attn_c_proj_weight: None}","(transformer_h_15_attn_c_proj_bias, view_187, transformer_h_15_attn_c_proj_weight)",{},{view_188: None},,transformer_h_15_attn_c_proj_weight,view_188,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[1280], [8192, 1280], [1280, 1280]]","[True, True, True]",True,"(8192, 1280)",torch.float32,addmm_61
call_method,view,"{addmm_61: None, add_189: None}","(addmm_61, add_189)",{},{transformer_h_15_attn_resid_dropout: None},,addmm_61,transformer_h_15_attn_resid_dropout,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 1280], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_188
call_module,transformer.h.15.attn.resid_dropout,{view_188: None},"(view_188,)",{},{add_190: None},,view_188,add_190,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.15.attn.resid_dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_15_attn_resid_dropout
call_function,<built-in function add>,"{transformer_h_15_attn_resid_dropout: None, add_183: None}","(transformer_h_15_attn_resid_dropout, add_183)",{},"{transformer_h_15_ln_2: None, add_195: None}",,transformer_h_15_attn_resid_dropout,transformer_h_15_ln_2,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)])}","[[8, 1024, 1280], [8, 1024, 1280]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,add_190
call_module,transformer.h.15.ln_2,{add_190: None},"(add_190,)",{},"{size_239: None, size_240: None, view_189: None}",,add_190,size_239,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.ln_2', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_15_ln_2
call_method,size,{transformer_h_15_ln_2: None},"(transformer_h_15_ln_2,)",{},{getitem_194: None},,transformer_h_15_ln_2,getitem_194,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_239
call_function,<built-in function getitem>,{size_239: None},"(size_239, slice(None, -1, None))",{},{add_191: None},,size_239,add_191,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_194
call_function,<built-in function add>,{getitem_194: None},"(getitem_194, (5120,))",{},{view_190: None},,getitem_194,transformer_h_15_mlp_c_fc_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_191
get_attr,transformer.h.15.mlp.c_fc.bias,{},(),{},{addmm_62: None},,add_191,size_240,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(5120,)",torch.float32,transformer_h_15_mlp_c_fc_bias
call_method,size,{transformer_h_15_ln_2: None},"(transformer_h_15_ln_2, -1)",{},{view_189: None},,transformer_h_15_mlp_c_fc_bias,view_189,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_240
call_method,view,"{transformer_h_15_ln_2: None, size_240: None}","(transformer_h_15_ln_2, -1, size_240)",{},{addmm_62: None},,size_240,transformer_h_15_mlp_c_fc_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_189
get_attr,transformer.h.15.mlp.c_fc.weight,{},(),{},{addmm_62: None},,view_189,addmm_62,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.15', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.15.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.15.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 5120)",torch.float32,transformer_h_15_mlp_c_fc_weight
