op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_sort_key,_repr_fn,meta,input_shapes,input_contiguous,contiguous,latency,fw_latency,bw_latency,acc_latency,output_shape,dtype,Name
call_module,transformer.h.0.attn.resid_dropout,{view_8: None},"(view_8,)",{},{add_10: None},,view_8,add_10,False,"(116,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.resid_dropout': ('transformer.h.0.attn.resid_dropout', <class 'torch.nn.modules.dropout.Dropout'>)})}","[[1, 2048, 3072]]",[True],True,0.2272963970899582,0.0703359991312027,0.1569603979587555,0.0,"(1, 2048, 3072)",torch.float32,transformer_h_0_attn_resid_dropout
call_function,<built-in function add>,"{transformer_h_0_attn_resid_dropout: None, transformer_drop: None}","(transformer_h_0_attn_resid_dropout, transformer_drop)",{},"{transformer_h_0_ln_2: None, add_15: None}",,transformer_h_0_attn_resid_dropout,transformer_h_0_ln_2,False,"(117,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)})}","[[1, 2048, 3072], [1, 2048, 3072]]","[True, True]",True,0.07875200072303415,0.07209600061178208,0.00665600011125207,0.0,"(1, 2048, 3072)",torch.float32,add_10
call_module,transformer.h.0.ln_2,{add_10: None},"(add_10,)",{},"{size_14: None, size_15: None, view_9: None}",,add_10,size_14,False,"(118,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.ln_2': ('transformer.h.0.ln_2', <class 'torch.nn.modules.normalization.LayerNorm'>)})}","[[1, 2048, 3072]]",[True],True,0.36819280218333006,0.08752000182867051,0.2474566012620926,0.03321619909256697,"(1, 2048, 3072)",torch.float32,transformer_h_0_ln_2
call_method,size,{transformer_h_0_ln_2: None},"(transformer_h_0_ln_2,)",{},{getitem_14: None},,transformer_h_0_ln_2,getitem_14,False,"(119,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 3072]]",[True],True,0.006175999995321035,0.006175999995321035,0.0,0.0,"(1,)",,size_14
call_function,<built-in function getitem>,{size_14: None},"(size_14, slice(None, -1, None))",{},{add_11: None},,size_14,add_11,False,"(120,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[[1]],[True],True,0.005952000059187413,0.005952000059187413,0.0,0.0,"(1,)",,getitem_14
call_function,<built-in function add>,{getitem_14: None},"(getitem_14, (12288,))",{},{view_10: None},,getitem_14,transformer_h_0_mlp_c_fc_bias,False,"(121,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[[1]],[True],True,0.0064639999531209465,0.0064639999531209465,0.0,0.0,"(1,)",,add_11
get_attr,transformer.h.0.mlp.c_fc.bias,{},(),{},{addmm_2: None},,add_11,size_15,False,"(122,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(12288,)",torch.float32,transformer_h_0_mlp_c_fc_bias
call_method,size,{transformer_h_0_ln_2: None},"(transformer_h_0_ln_2, -1)",{},{view_9: None},,transformer_h_0_mlp_c_fc_bias,view_9,False,"(123,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 3072]]",[True],True,0.006783999968320131,0.006783999968320131,0.0,0.0,"(1,)",,size_15
call_method,view,"{transformer_h_0_ln_2: None, size_15: None}","(transformer_h_0_ln_2, -1, size_15)",{},{addmm_2: None},,size_15,transformer_h_0_mlp_c_fc_weight,False,"(124,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 3072], [1]]","[True, True]",True,0.007039999961853028,0.007039999961853028,0.0,0.0,"(2048, 3072)",torch.float32,view_9
get_attr,transformer.h.0.mlp.c_fc.weight,{},(),{},{addmm_2: None},,view_9,addmm_2,False,"(125,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(3072, 12288)",torch.float32,transformer_h_0_mlp_c_fc_weight
call_function,<built-in method addmm of type object at 0x7f7ac32af600>,"{transformer_h_0_mlp_c_fc_bias: None, view_9: None, transformer_h_0_mlp_c_fc_weight: None}","(transformer_h_0_mlp_c_fc_bias, view_9, transformer_h_0_mlp_c_fc_weight)",{},{view_10: None},,transformer_h_0_mlp_c_fc_weight,view_10,False,"(126,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[12288], [2048, 3072], [3072, 12288]]","[True, True, True]",True,14.079567867517472,5.20753755569458,8.515005111694336,0.3570252001285553,"(2048, 12288)",torch.float32,addmm_2
call_method,view,"{addmm_2: None, add_11: None}","(addmm_2, add_11)",{},"{mul: None, pow_2: None, add_12: None}",,addmm_2,mul,False,"(127,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[2048, 12288], [1]]","[True, True]",True,0.007232199981808662,0.007232199981808662,0.0,0.0,"(1, 2048, 12288)",torch.float32,view_10
call_function,<built-in function mul>,{view_10: None},"(0.5, view_10)",{},{mul_3: None},,view_10,pow_2,False,"(128,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.3032007992267609,0.15334439873695374,0.14985640048980714,0.0,"(1, 2048, 12288)",torch.float32,mul
call_function,<built-in method pow of type object at 0x7f7ac32af600>,{view_10: None},"(view_10, 3.0)",{},{mul_1: None},,mul,mul_1,False,"(129,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.6813140124082565,0.1580484002828598,0.5232656121253967,0.0,"(1, 2048, 12288)",torch.float32,pow_2
call_function,<built-in function mul>,{pow_2: None},"(0.044715, pow_2)",{},{add_12: None},,pow_2,add_12,False,"(130,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.31228879690170286,0.15596859753131867,0.15632019937038422,0.0,"(1, 2048, 12288)",torch.float32,mul_1
call_function,<built-in function add>,"{view_10: None, mul_1: None}","(view_10, mul_1)",{},{mul_2: None},,mul_1,mul_2,False,"(131,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288], [1, 2048, 12288]]","[True, True]",True,0.26112060295417905,0.25491260290145873,0.006208000052720308,0.0,"(1, 2048, 12288)",torch.float32,add_12
call_function,<built-in function mul>,{add_12: None},"(0.7978845608028654, add_12)",{},{tanh: None},,add_12,tanh,False,"(132,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.316960996389389,0.15785639882087707,0.15910459756851197,0.0,"(1, 2048, 12288)",torch.float32,mul_2
call_function,<built-in method tanh of type object at 0x7f7ac32af600>,{mul_2: None},"(mul_2,)",{},{add_13: None},,mul_2,add_13,False,"(133,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.41465740501880644,0.1574726015329361,0.25718480348587036,0.0,"(1, 2048, 12288)",torch.float32,tanh
call_function,<built-in function add>,{tanh: None},"(1.0, tanh)",{},{mul_3: None},,tanh,mul_3,False,"(134,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288]]",[True],True,0.16611240105703473,0.15971240103244783,0.006400000024586916,0.0,"(1, 2048, 12288)",torch.float32,add_13
call_function,<built-in function mul>,"{mul: None, add_13: None}","(mul, add_13)",{},"{size_16: None, size_17: None, view_11: None}",,add_13,size_16,False,"(135,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","[[1, 2048, 12288], [1, 2048, 12288]]","[True, True]",True,0.7319381892681123,0.2509769916534424,0.4809611976146698,0.0,"(1, 2048, 12288)",torch.float32,mul_3
call_method,size,{mul_3: None},"(mul_3,)",{},{getitem_15: None},,mul_3,getitem_15,False,"(136,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 12288]]",[True],True,0.005855999980121851,0.005855999980121851,0.0,0.0,"(1,)",,size_16
call_function,<built-in function getitem>,{size_16: None},"(size_16, slice(None, -1, None))",{},{add_14: None},,size_16,add_14,False,"(137,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[[1]],[True],True,0.0064640000462532045,0.0064640000462532045,0.0,0.0,"(1,)",,getitem_15
call_function,<built-in function add>,{getitem_15: None},"(getitem_15, (3072,))",{},{view_12: None},,getitem_15,transformer_h_0_mlp_c_proj_bias,False,"(138,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[[1]],[True],True,0.00614400003105402,0.00614400003105402,0.0,0.0,"(1,)",,add_14
get_attr,transformer.h.0.mlp.c_proj.bias,{},(),{},{addmm_3: None},,add_14,size_17,False,"(139,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(3072,)",torch.float32,transformer_h_0_mlp_c_proj_bias
call_method,size,{mul_3: None},"(mul_3, -1)",{},{view_11: None},,transformer_h_0_mlp_c_proj_bias,view_11,False,"(140,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 12288]]",[True],True,0.006143999937921763,0.006143999937921763,0.0,0.0,"(1,)",,size_17
call_method,view,"{mul_3: None, size_17: None}","(mul_3, -1, size_17)",{},{addmm_3: None},,size_17,transformer_h_0_mlp_c_proj_weight,False,"(141,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[1, 2048, 12288], [1]]","[True, True]",True,0.006879999954253435,0.006879999954253435,0.0,0.0,"(2048, 12288)",torch.float32,view_11
get_attr,transformer.h.0.mlp.c_proj.weight,{},(),{},{addmm_3: None},,view_11,addmm_3,False,"(142,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[],True,0.0,0.0,0.0,0.0,"(12288, 3072)",torch.float32,transformer_h_0_mlp_c_proj_weight
call_function,<built-in method addmm of type object at 0x7f7ac32af600>,"{transformer_h_0_mlp_c_proj_bias: None, view_11: None, transformer_h_0_mlp_c_proj_weight: None}","(transformer_h_0_mlp_c_proj_bias, view_11, transformer_h_0_mlp_c_proj_weight)",{},{view_12: None},,transformer_h_0_mlp_c_proj_weight,view_12,False,"(143,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[3072], [2048, 12288], [12288, 3072]]","[True, True, True]",True,16.147349959611894,7.348184490203858,8.44332447052002,0.35584099888801574,"(2048, 3072)",torch.float32,addmm_3
call_method,view,"{addmm_3: None, add_14: None}","(addmm_3, add_14)",{},{transformer_h_0_mlp_dropout: None},,addmm_3,transformer_h_0_mlp_dropout,False,"(144,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","[[2048, 3072], [1]]","[True, True]",True,0.0067200000397861,0.0067200000397861,0.0,0.0,"(1, 2048, 3072)",torch.float32,view_12
call_module,transformer.h.0.mlp.dropout,{view_12: None},"(view_12,)",{},{add_15: None},,view_12,add_15,False,"(145,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.dropout': ('transformer.h.0.mlp.dropout', <class 'torch.nn.modules.dropout.Dropout'>)})}","[[1, 2048, 3072]]",[True],True,0.22755240052938464,0.07084820121526718,0.15670419931411744,0.0,"(1, 2048, 3072)",torch.float32,transformer_h_0_mlp_dropout
call_function,<built-in function add>,"{add_10: None, transformer_h_0_mlp_dropout: None}","(add_10, transformer_h_0_mlp_dropout)",{},{transformer_ln_f: None},,transformer_h_0_mlp_dropout,transformer_ln_f,False,"(146,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)})}","[[1, 2048, 3072], [1, 2048, 3072]]","[True, True]",True,0.08000039989128709,0.0728643998503685,0.007136000040918589,0.0,"(1, 2048, 3072)",torch.float32,add_15
call_module,transformer.ln_f,{add_15: None},"(add_15,)",{},{view_13: None},,add_15,view_13,False,"(147,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.ln_f': ('transformer.ln_f', <class 'torch.nn.modules.normalization.LayerNorm'>)})}","[[1, 2048, 3072]]",[True],True,0.36979380454868077,0.08646459877490997,0.25145700573921204,0.031872200034558776,"(1, 2048, 3072)",torch.float32,transformer_ln_f
call_method,view,"{transformer_ln_f: None, add_3: None}","(transformer_ln_f, add_3)",{},{lm_head: None},,transformer_ln_f,lm_head,False,"(148,)",,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>)})}","[[1, 2048, 3072], [1]]","[True, True]",True,0.006944200024008751,0.006944200024008751,0.0,0.0,"(1, 2048, 3072)",torch.float32,view_13
call_module,lm_head,{view_13: None},"(view_13,)",{},{output: None},,view_13,output,False,"(149,)",,"{'nn_module_stack': OrderedDict({'lm_head': ('lm_head', <class 'torch.nn.modules.linear.Linear'>)})}","[[1, 2048, 3072]]",[True],True,61.819406321551654,24.392210006713867,36.00277571966872,1.4244205951690674,"(1, 2048, 50257)",torch.float32,lm_head
output,output,{lm_head: None},"({'logits': lm_head},)",{},{},,lm_head,,False,"(150,)",,{},"[[1, 2048, 50257]]",[True],True,0.0,0.0,0.0,0.0,"(1, 2048, 50257)",torch.float32,output
